interv_measure,scene,object_value,min_coverage,year
234,4,2000,0.279353877,1
234,4,2500,0.237466414,1
234,5,500,,1
234,5,1000,,1
234,5,1500,0.841125563,1
234,5,2000,0.516994318,1
234,5,2500,0.334920592,1
234,6,500,,1
234,6,1000,,1
234,6,1500,,1
234,6,2000,0.885366803,1
234,6,2500,0.646373097,1
234,1,500,0.170286075,3
234,1,1000,0.102856633,3
234,1,1500,0.058960215,3
234,1,2000,0,3
234,1,2500,0,3
234,2,500,0.509723506,3
234,2,1000,0.182029506,3
234,2,1500,0.136613598,3
234,2,2000,0.110134705,3
234,2,2500,0.088611035,3
234,3,500,,3
234,3,1000,0.381228956,3
234,3,1500,0.210833322,3
234,3,2000,0.170754704,3
234,3,2500,0.14373461,3
234,4,500,,3
234,4,1000,0.591110256,3
234,4,1500,0.255830723,3
234,4,2000,0.191267677,3
234,4,2500,0.165091984,3
234,5,500,,3
234,5,1000,,3
234,5,1500,0.632116541,3
234,5,2000,0.326612611,3
234,5,2500,0.239572621,3
234,6,500,,3
234,6,1000,,3
234,6,1500,0.950133435,3
234,6,2000,0.654673153,3
234,6,2500,0.407418345,3
234,1,500,0.158167419,5
234,1,1000,0.090008756,5
234,1,1500,0.050582377,5
234,1,2000,0,5
234,1,2500,0,5
234,2,500,0.46876359,5
234,2,1000,0.169881915,5
234,2,1500,0.122767673,5
234,2,2000,0.097311056,5
234,2,2500,0.076704742,5
234,3,500,,5
234,3,1000,0.348370221,5
234,3,1500,0.19832896,5
234,3,2000,0.155567839,5
234,3,2500,0.13200924,5
234,4,500,,5
234,4,1000,0.535442834,5
234,4,1500,0.242442817,5
234,4,2000,0.179803611,5
234,4,2500,0.151526324,5
234,5,500,,5
234,5,1000,0.988623113,5
234,5,1500,0.575217687,5
234,5,2000,0.298425518,5
234,5,2500,0.225113451,5
234,6,500,,5
234,6,1000,,5
234,6,1500,0.896744526,5
234,6,2000,0.596373497,5
234,6,2500,0.361928967,5
1234,1,500,0.227496818,1
1234,1,1000,0.150544866,1
1234,1,1500,0.088704282,1
1234,1,2000,0,1
1234,1,2500,0,1
1234,2,500,0.346777521,1
1234,2,1000,0.238375181,1
1234,2,1500,0.196111112,1
1234,2,2000,0.157459186,1
1234,2,2500,0.129117117,1
1234,3,500,0.568112236,1
1234,3,1000,0.333114171,1
1234,3,1500,0.263284407,1
1234,3,2000,0.230681669,1
1234,3,2500,0.201940197,1
1234,4,500,0.632644433,1
1234,4,1000,0.381022404,1
1234,4,1500,0.295258262,1
1234,4,2000,0.247892881,1
1234,4,2500,0.225170934,1
1234,5,500,0.76009114,1
1234,5,1000,0.56375372,1
1234,5,1500,0.406610092,1
1234,5,2000,0.32832954,1
1234,5,2500,0.286215758,1
1234,6,500,0.825496042,1
1234,6,1000,0.674490288,1
1234,6,1500,0.540581073,1
1234,6,2000,0.425840195,1
1234,6,2500,0.356581736,1
1234,1,500,0.15736783,3
1234,1,1000,0.098141461,3
1234,1,1500,0.056345998,3
1234,1,2000,0,3
1234,1,2500,0,3
1234,2,500,0.269638687,3
1234,2,1000,0.164291665,3
1234,2,1500,0.129195691,3
1234,2,2000,0.105680341,3
1234,2,2500,0.084766887,3
1234,3,500,0.480581791,3
1234,3,1000,0.246881252,3
1234,3,1500,0.185091435,3
1234,3,2000,0.157141253,3
1234,3,2500,0.136920174,3
1234,4,500,0.544419748,3
1234,4,1000,0.293551223,3
1234,4,1500,0.209660001,3
1234,4,2000,0.174722121,3
1234,4,2500,0.15284323,3
1234,5,500,0.678929441,3
1234,5,1000,0.457126759,3
1234,5,1500,0.303895558,3
1234,5,2000,0.237394552,3
1234,5,2500,0.201251517,3
1234,6,500,0.752189107,3
1234,6,1000,0.569659995,3
1234,6,1500,0.423635049,3
1234,6,2000,0.31725515,3
1234,6,2500,0.257721869,3
1234,1,500,0.142857605,5
1234,1,1000,0.084889073,5
1234,1,1500,0.048657182,5
1234,1,2000,0,5
1234,1,2500,0,5
1234,2,500,0.256124162,5
1234,2,1000,0.148439327,5
1234,2,1500,0.114055629,5
1234,2,2000,0.09187721,5
1234,2,2500,0.072996012,5
1234,3,500,0.438859248,5
1234,3,1000,0.231665568,5
1234,3,1500,0.170822904,5
1234,3,2000,0.14220829,5
1234,3,2500,0.121674019,5
1234,4,500,0.50041844,5
1234,4,1000,0.270666341,5
1234,4,1500,0.19516996,5
1234,4,2000,0.159276589,5
1234,4,2500,0.13784247,5
1234,5,500,0.634700396,5
1234,5,1000,0.416518979,5
1234,5,1500,0.281793732,5
1234,5,2000,0.220697214,5
1234,5,2500,0.187690342,5
1234,6,500,0.711314826,5
1234,6,1000,0.524573014,5
1234,6,1500,0.384595956,5
1234,6,2000,0.29125626,5
1234,6,2500,0.240216561,5
